X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-117.0752947,33.1250851200001,564,0034292025,PALOMAR MEDICAL CENTER D/P APH,555 E VALLEY PKWY,ESCONDIDO,CA,92025,3048,(760) 739-3001,PSYCHIATRIC,OPEN,288,SAN DIEGO,06073,USA,33.12508512,-117.0752947,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,080000477,NOT AVAILABLE,06,NOT AVAILABLE,-999,288,NOT AVAILABLE,Y
-117.07531757,32.99118313,565,0002692128,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,CA,92128,3423,(858) 487-3200,PSYCHIATRIC,OPEN,101,SAN DIEGO,06073,USA,32.99118313,-117.07531757,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,080000665,"AURORA SAN DIEGO, LLC",06,PROPRIETARY,-999,101,NOT AVAILABLE,N
-117.15447621,32.80601161,566,0042392111,SHARP MCDONALD CENTER,7989 LINDA VISTA RD,SAN DIEGO,CA,92111,5106,(858) 576-1200,REHABILITATION,OPEN,16,SAN DIEGO,06073,USA,32.80601161,-117.15447621,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,080000705,SHARP MEMORIAL HOSPITAL,06,NON-PROFIT,-999,16,NOT AVAILABLE,N
-117.05547925,32.9971364800001,567,0035292064,PALOMAR MEDICAL CENTER POWAY D/P APH,15615 POMERADO RD,POWAY,CA,92064,2405,(858) 485-6511,PSYCHIATRIC,OPEN,12,SAN DIEGO,06073,USA,32.99713648,-117.05547925,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,080001257,PALOMAR HEALTH,06,GOVERNMENT - DISTRICT/AUTHORITY,-999,12,NOT AVAILABLE,Y
-117.00694323,32.7807674700001,568,0196784350,GROSSMONT HOSPITAL D/P APH,5555 GROSSMONT CENTER DR,LA MESA,CA,91942,3019,(619) 465-0711,PSYCHIATRIC,OPEN,46,SAN DIEGO,06073,USA,32.78076747,-117.00694323,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,080001283,GROSSMONT HOSPITAL CORPORATION,06,NON-PROFIT,-999,46,NOT AVAILABLE,Y
-117.15497782,32.79829578,569,0042292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,3003 HEALTH CENTER DR,SAN DIEGO,CA,92123,2700,(858) 939-3400,GENERAL ACUTE CARE,OPEN,206,SAN DIEGO,06073,USA,32.79829578,-117.15497782,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,080001470,SHARP MEMORIAL HOSPITAL,06,NON-PROFIT,-999,206,NOT AVAILABLE,Y
-117.0570646,32.77658639,570,0001392120,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO RD,SAN DIEGO,CA,92120,5208,(619) 229-3172,GENERAL ACUTE CARE,OPEN,222,SAN DIEGO,06073,USA,32.77658639,-117.0570646,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090000013,"ALVARADO HOSPITAL, LLC",06,PROPRIETARY,-999,222,NOT AVAILABLE,N
-117.08325873,32.6337464600001,571,0041391910,SCRIPPS MERCY HOSPITAL CHULA VISTA,435 H ST,CHULA VISTA,CA,91910,4307,(619) 691-7240,GENERAL ACUTE CARE,OPEN,173,SAN DIEGO,06073,USA,32.63374646,-117.08325873,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,090000016,SCRIPPS HEALTH,06,NON-PROFIT,-999,173,NOT AVAILABLE,N
-117.02318561,32.61897607,572,0042091911,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER CT,CHULA VISTA,CA,91911,6617,(619) 502-3670,GENERAL ACUTE CARE,OPEN,349,SAN DIEGO,06073,USA,32.61897607,-117.02318561,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,090000021,SHARP CHULA VISTA MEDICAL CENTER,06,NON-PROFIT,-999,349,NOT AVAILABLE,N
-117.16005359,32.7514306200001,573,0041292103,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,92103,2105,(619) 260-7101,GENERAL ACUTE CARE,OPEN,446,SAN DIEGO,06073,USA,32.75143062,-117.16005359,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,090000025,SCRIPPS HEALTH,06,NON-PROFIT,-999,446,LEVEL I,Y
-117.16859221,32.6941428000001,574,0042192118,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,250 PROSPECT PL,CORONADO,CA,92118,1943,(619) 522-3600,GENERAL ACUTE CARE,OPEN,59,SAN DIEGO,06073,USA,32.6941428,-117.16859221,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,090000033,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,06,NON-PROFIT,-999,59,NOT AVAILABLE,N
-117.1446454,32.75638366,576,0023292104,KINDRED HOSPITAL - SAN DIEGO,1940 EL CAJON BLVD,SAN DIEGO,CA,92104,1005,(619) 543-4500,GENERAL ACUTE CARE,OPEN,70,SAN DIEGO,06073,USA,32.75638366,-117.1446454,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090000048,"THC - ORANGE COUNTY, LLC",06,PROPRIETARY,-999,70,NOT AVAILABLE,N
-117.08233671,32.68534055,577,0034392050,PARADISE VALLEY HOSPITAL,2400 E 4TH ST,NATIONAL CITY,CA,91950,2026,(619) 472-4586,GENERAL ACUTE CARE,OPEN,188,SAN DIEGO,06073,USA,32.68534055,-117.08233671,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090000145,"PRIME HEALTHCARE PARADISE VALLEY, LLC",06,PROPRIETARY,-999,188,NOT AVAILABLE,N
-117.16573138,32.7547702300001,579,0051092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,200 W ARBOR DR,SAN DIEGO,CA,92103,1911,(619) 543-6475,GENERAL ACUTE CARE,OPEN,381,SAN DIEGO,06073,USA,32.75477023,-117.16573138,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/02/10 00:00:00+00,NOT AVAILABLE,090000154,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD,06,GOVERNMENT - STATE,-999,381,LEVEL I,Y
-117.20206559,32.7536780900001,580,0038792110,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3853 ROSECRANS ST,SAN DIEGO,CA,92110,3115,(619) 692-8232,PSYCHIATRIC,OPEN,109,SAN DIEGO,06073,USA,32.75367809,-117.20206559,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090000159,COUNTY OF SAN DIEGO,06,GOVERNMENT - LOCAL,-999,109,NOT AVAILABLE,N
-117.0828852,32.6851132,581,0196784351,PARADISE VALLEY HOSPITAL D/P APH,2400 E 4TH ST,NATIONAL CITY,CA,91950,2026,(619) 470-4321,PSYCHIATRIC,OPEN,39,SAN DIEGO,06073,USA,32.6851132,-117.0828852,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,090000338,"PRIME HEALTHCARE PARADISE VALLEY, LLC",06,PROPRIETARY,-999,39,NOT AVAILABLE,Y
-117.1605559,32.7510887,582,0196784352,SCRIPPS MERCY HOSPITAL D/P APH,4077 5TH AVE,SAN DIEGO,CA,92103,2105,NOT AVAILABLE,PSYCHIATRIC,OPEN,36,SAN DIEGO,06073,USA,32.7510887,-117.1605559,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,090000347,SCRIPPS HEALTH,06,NON-PROFIT,-999,36,NOT AVAILABLE,Y
-117.05768127,32.7768583500001,583,0070192120,ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO RD,SAN DIEGO,CA,92120,5208,(619) 229-3172,GENERAL ACUTE CARE,OPEN,80,SAN DIEGO,06073,USA,32.77685835,-117.05768127,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2015/01/13 00:00:00+00,NOT AVAILABLE,090000839,"ALVARADO HOSPITAL, LLC",06,PROPRIETARY,-999,80,NOT AVAILABLE,N
-117.15976944,32.74962807,584,0052092103,SELECT SPECIALTY HOSPITAL - SAN DIEGO,555 WASHINGTON ST,SAN DIEGO,CA,92103,2289,(619) 260-8300,GENERAL ACUTE CARE,OPEN,110,SAN DIEGO,06073,USA,32.74962807,-117.15976944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY,2014/03/12 00:00:00+00,NOT AVAILABLE,090000977,"VIBRA HOSPITAL OF SAN DIEGO, LLC",06,PROPRIETARY,-999,110,NOT AVAILABLE,N
-117.22559887,32.8780233100001,585,0050592037,UC SAN DIEGO HEALTH LA JOLLA - JACOBS MEDICAL CENTER AND SULPIZIO CARDIOVASCU,9300 CAMPUS POINT DR,LA JOLLA,CA,92037,1300,(858) 657-7000,GENERAL ACUTE CARE,OPEN,418,SAN DIEGO,06073,USA,32.87802331,-117.22559887,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090001116,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA - UCSD,06,GOVERNMENT - STATE,-999,418,NOT AVAILABLE,Y
-117.07171213,32.61749401,586,0034491911,PARADISE VALLEY HOSP D/P APH BAYVIEW BEHAVIORAL HEALTH,330 MOSS ST,CHULA VISTA,CA,91911,2005,(619) 426-6310,PSYCHIATRIC,OPEN,64,SAN DIEGO,06073,USA,32.61749401,-117.07171213,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,090001561,"PRIME HEALTHCARE PARADISE VALLEY, LLC",06,PROPRIETARY,-999,64,NOT AVAILABLE,N
-117.15509633,32.79562758,776,0042592123,SHARP MESA VISTA HOSPITAL,7850 VISTA HILL AVE,SAN DIEGO,CA,92123,2717,(858) 278-4110,PSYCHIATRIC,OPEN,159,SAN DIEGO,06073,USA,32.79562758,-117.15509633,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2014/02/10 00:00:00+00,NOT AVAILABLE,630008921,SHARP MEMORIAL HOSPITAL,06,NON-PROFIT,-999,159,NOT AVAILABLE,N
-117.15147716,32.798193,787,0196784371,RADY CHILDREN'S HOSPITAL TRANSPLANT,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,4223,NOT AVAILABLE,CHILDREN,OPEN,-999,SAN DIEGO,06073,USA,32.798193,-117.15147716,622110,"CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,630012195,RADY CHILDREN'S HOSPITAL - SAN DIEGO,06,NON-PROFIT,-999,-999,NOT AVAILABLE,Y
-117.166135,32.7542698,795,0196784375,UNIVERSITY OF CALIFORNIA SAN DIEGO - TRANSPLANT,200 W ARBOR DR,SAN DIEGO,CA,92103,1911,NOT AVAILABLE,GENERAL ACUTE CARE,OPEN,-999,SAN DIEGO,06073,USA,32.7542698,-117.166135,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,630012612,NOT AVAILABLE,06,NOT AVAILABLE,-999,-999,NOT AVAILABLE,Y
-117.151407,32.7977575,803,0196784376,RADY CHILDREN'S HOSPITAL - SAN DIEGO - PSYCHIATRIC,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,4223,NOT AVAILABLE,CHILDREN,OPEN,24,SAN DIEGO,06073,USA,32.7977575,-117.151407,622110,"CHILDREN'S HOSPITALS, GENERAL",https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,630013773,RADY CHILDREN'S HOSPITAL - SAN DIEGO,06,NON-PROFIT,-999,24,NOT AVAILABLE,Y
-117.12137086,33.12221694,804,0072292025,PALOMAR MEDICAL CENTER,2185 CITRACADO PKWY,ESCONDIDO,CA,92029,4159,(442) 281-5000,GENERAL ACUTE CARE,OPEN,286,SAN DIEGO,06073,USA,33.12221694,-117.12137086,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://data.chhs.ca.gov/dataset/3b5b80e8-6b8d-4715-b3c0-2699af6e72e5/resource/098bbc36-044d-441f-9442-1f4db4d8aaa0/download/healthcare_facility_locations.xlsx,2021/10/01 00:00:00+00,IMAGERY/OTHER,2015/01/14 00:00:00+00,NOT AVAILABLE,630013873,PALOMAR HEALTH,06,GOVERNMENT - DISTRICT/AUTHORITY,-999,286,LEVEL II,Y
